Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,,20,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,23,38,31,44,46,32,36,25
09:11,48,29,30,51,52,43,20,34
09:22,24,19,37,50,35,21,53,28
09:33,33,22,39,4,2,27,40,42
09:44,41,6,30,44,3,34,49,32
09:55,37,43,1,29,16,9,35,5
10:06,47,36,33,10,28,8,7,45
10:17,31,18,39,46,,,13,12
10:28,41,11,38,14,,,42,17
10:39,48,40,15,50,19,23,,
10:50,1,16,26,53,8,49,21,14
11:01,47,52,6,13,5,45,24,9
11:12,51,7,25,4,18,20,11,2
11:23,12,10,17,27,3,15,26,22

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,48,30,7,14,53,34,6,12
14:07,51,26,16,2,52,19,9,11
14:15,37,38,4,5,31,40,42,46
14:22,3,20,36,44,1,12,47,39
14:30,33,16,18,15,19,49,17,8
14:37,24,29,7,50,31,34,11,45
14:45,51,25,48,13,5,41,35,10
14:52,4,22,43,2,46,23,36,3
15:00,35,18,40,30,28,9,53,
15:07,10,29,13,49,52,15,8,33
15:15,6,22,1,45,3,42,21,44
15:22,41,38,39,32,14,12,26,23
15:30,37,27,17,10,5,43,51,2
15:37,47,34,21,28,19,20,40,33
15:45,25,23,30,14,11,27,50,32
15:52,31,6,18,4,24,16,9,46
16:00,29,39,53,49,28,42,36,45
16:07,35,7,22,48,8,52,41,37
16:15,43,27,47,32,24,15,21,1
16:22,38,50,17,13,44,20,26,25

