Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,25,42,30,44,50,31,36,22
09:11,38,35,32,51,46,43,24,27
09:22,20,21,39,53,34,26,52,33
09:33,28,23,37,4,9,29,40,49
09:44,41,2,32,44,3,27,45,31
09:55,39,43,8,35,12,6,34,5
10:06,47,36,28,16,33,1,7,48
10:17,30,10,37,50,40,38,15,17
10:28,41,18,42,14,,,49,11
10:39,,,13,53,21,25,,
10:50,8,12,19,52,1,45,26,14
11:01,47,46,2,15,5,48,20,6
11:12,51,7,22,4,10,24,18,9
11:23,17,16,11,29,3,13,19,23

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,38,32,7,43,52,27,2,17
14:07,51,19,12,9,46,21,6,18
14:15,39,42,4,5,30,40,49,50
14:22,3,24,36,44,8,17,47,37
14:30,28,12,10,13,21,45,11,1
14:37,20,35,7,53,30,27,18,48
14:45,51,22,15,38,5,41,34,16
14:52,4,23,43,9,50,25,36,3
15:00,34,10,40,32,33,6,52,
15:07,16,35,15,45,46,13,1,28
15:15,2,23,8,48,3,49,26,44
15:22,41,42,37,31,14,17,19,25
15:30,39,29,11,16,5,43,51,9
15:37,47,27,26,33,21,24,40,28
15:45,22,25,32,14,18,29,53,31
15:52,30,2,10,4,20,12,6,50
16:00,35,37,52,45,33,49,36,48
16:07,34,7,23,38,1,46,41,39
16:15,29,14,47,31,20,13,26,8
16:22,42,53,11,15,44,24,19,22

