Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,26,49,30,44,50,31,36,20
09:11,38,27,32,51,46,43,23,35
09:22,19,21,39,53,34,25,52,33
09:33,28,24,37,2,1,29,40,42
09:44,41,5,32,44,9,35,45,31
09:55,39,43,3,27,11,6,34,7
10:06,47,36,28,16,33,4,8,48
10:17,30,18,37,50,40,38,13,10
10:28,41,12,49,14,,,42,17
10:39,,,15,53,21,26,,
10:50,3,11,22,52,4,45,25,14
11:01,47,46,5,13,7,48,19,6
11:12,51,8,20,2,18,23,12,1
11:23,10,16,17,29,9,15,22,24

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,38,32,8,14,52,35,5,10
14:07,51,22,11,1,46,21,6,12
14:15,39,49,2,7,30,40,42,50
14:22,9,23,36,44,3,10,47,37
14:30,28,11,18,15,21,45,17,4
14:37,19,27,8,53,30,35,12,48
14:45,51,20,13,38,7,41,34,16
14:52,2,24,43,1,50,26,36,9
15:00,34,18,40,32,33,6,52,
15:07,16,27,13,45,46,15,4,28
15:15,5,24,3,48,9,42,25,44
15:22,41,49,37,31,14,10,22,26
15:30,39,29,17,16,7,43,51,1
15:37,47,35,25,33,21,23,40,28
15:45,20,26,32,14,12,29,53,31
15:52,30,5,18,2,19,11,6,50
16:00,27,37,52,45,33,42,36,48
16:07,34,8,24,38,4,46,41,39
16:15,43,29,47,31,19,15,25,3
16:22,49,53,17,13,44,23,22,20

