Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,,21,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,26,49,30,44,50,31,36,20
09:11,40,27,32,51,46,41,22,35
09:22,19,24,37,53,34,25,52,33
09:33,28,23,42,2,9,29,39,43
09:44,38,5,32,44,3,35,45,31
09:55,37,41,8,27,10,6,34,7
10:06,47,36,28,16,33,4,1,48
10:17,30,18,42,50,39,40,13,11
10:28,38,12,49,14,,,43,17
10:39,,,15,53,24,26,,
10:50,8,10,21,52,4,45,25,14
11:01,47,46,5,13,7,48,19,6
11:12,51,1,20,2,18,22,12,9
11:23,11,16,17,29,3,15,21,23

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,40,32,1,14,52,35,5,11
14:07,51,21,10,9,46,24,6,12
14:15,37,49,2,7,30,39,43,50
14:22,3,22,36,44,8,11,47,42
14:30,28,10,18,15,24,45,17,4
14:37,19,27,1,53,30,35,12,48
14:45,51,20,13,40,7,38,34,16
14:52,2,23,41,9,50,26,36,3
15:00,34,18,39,32,33,6,52,
15:07,16,27,13,45,46,15,4,28
15:15,5,23,8,48,3,43,25,44
15:22,38,49,42,31,14,11,21,26
15:30,37,29,17,16,7,41,51,9
15:37,47,35,25,33,24,22,39,28
15:45,20,26,32,14,12,29,53,31
15:52,30,5,18,2,19,10,6,50
16:00,27,42,52,45,33,43,36,48
16:07,34,1,23,40,4,46,38,37
16:15,41,29,47,31,19,15,25,8
16:22,49,53,17,13,44,22,21,20

