Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,21,47,30,44,50,31,36,24
09:11,38,27,32,46,51,43,23,35
09:22,22,25,39,53,34,20,52,33
09:33,28,19,37,4,2,29,40,42
09:44,41,6,32,44,3,35,45,31
09:55,39,43,1,27,17,9,34,5
10:06,49,36,28,10,33,8,7,48
10:17,30,15,37,50,40,38,14,16
10:28,41,13,47,18,,,42,11
10:39,,,12,53,25,21,,
10:50,1,17,26,52,8,45,20,18
11:01,49,51,6,14,5,48,22,9
11:12,46,7,24,4,15,23,13,2
11:23,16,10,11,29,3,12,26,19

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,38,32,7,18,52,35,6,16
14:07,46,26,17,2,51,25,9,13
14:15,39,47,4,5,30,40,42,50
14:22,3,23,36,44,1,16,49,37
14:30,28,17,15,12,25,45,11,8
14:37,22,27,7,53,30,35,13,48
14:45,46,24,14,38,5,41,34,10
14:52,4,19,43,2,50,21,36,3
15:00,34,15,40,32,33,9,52,
15:07,10,27,14,45,51,12,8,28
15:15,6,19,1,48,3,42,20,44
15:22,41,47,37,31,18,16,26,21
15:30,39,29,11,10,5,43,46,2
15:37,49,35,20,33,25,23,40,28
15:45,24,21,32,18,13,29,53,31
15:52,30,6,15,4,22,17,9,50
16:00,27,37,52,45,33,42,36,48
16:07,34,7,19,38,8,51,41,39
16:15,43,29,49,31,22,12,20,1
16:22,47,53,11,14,44,23,26,24

