Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,22,47,30,42,50,31,44,20
09:11,36,27,32,46,51,37,19,35
09:22,21,24,41,53,34,26,52,33
09:33,28,25,43,4,2,29,40,38
09:44,39,6,32,42,3,35,45,31
09:55,41,37,1,27,11,9,34,5
10:06,49,44,28,10,33,8,7,48
10:17,30,18,43,50,40,36,15,16
10:28,39,13,47,14,,,38,17
10:39,,,12,53,24,22,,
10:50,1,11,23,52,8,45,26,14
11:01,49,51,6,15,5,48,21,9
11:12,46,7,20,4,18,19,13,2
11:23,16,10,17,29,3,12,23,25

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,36,32,7,14,52,35,6,16
14:07,46,23,11,2,51,24,9,13
14:15,41,47,4,5,30,40,38,50
14:22,3,19,44,42,1,16,49,43
14:30,28,11,18,12,24,45,17,8
14:37,21,27,7,53,30,35,13,48
14:45,46,20,15,36,5,39,34,10
14:52,4,25,37,2,50,22,44,3
15:00,34,18,40,32,33,9,52,
15:07,10,27,15,45,51,12,8,28
15:15,6,25,1,48,3,38,26,42
15:22,39,47,43,31,14,16,23,22
15:30,41,29,17,10,5,37,46,2
15:37,49,35,26,33,24,19,40,28
15:45,20,22,32,14,13,29,53,31
15:52,30,6,18,4,21,11,9,50
16:00,27,43,52,45,33,38,44,48
16:07,34,7,25,36,8,51,39,41
16:15,37,29,49,31,21,12,26,1
16:22,47,53,17,15,42,19,23,20

