Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,33,35,34,28,26,31,41,29
09:11,43,53,37,20,42,40,25,36
09:22,50,30,27,19,48,24,22,23
09:33,31,9,34,45,38,41,33,7
09:44,42,52,28,32,39,35,27,8
09:55,30,51,1,29,2,6,44,36
10:06,32,11,46,3,18,47,49,52
10:17,40,5,10,14,,,39,45
10:28,16,44,4,17,48,43,53,51
10:39,46,13,15,37,,,38,50
10:50,14,49,21,11,12,3,,
11:01,26,22,4,23,47,24,16,17
11:12,9,19,20,10,15,18,5,25
11:23,2,21,13,12,7,1,8,6

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,33,11,10,19,15,18,38,6
14:07,16,30,1,35,44,3,39,8
14:15,46,22,20,32,51,21,27,7
14:22,31,52,15,28,12,43,49,25
14:30,30,9,40,45,2,37,16,36
14:37,32,7,34,11,46,14,53,17
14:45,43,24,4,50,29,35,49,48
14:52,26,20,13,3,18,28,22,8
15:00,2,52,27,33,38,47,41,23
15:07,9,5,1,10,42,24,25,21
15:15,4,53,34,37,39,31,36,48
15:22,44,35,45,20,6,41,49,
15:30,26,19,3,32,42,18,8,25
15:37,4,5,40,23,48,11,16,12
15:45,29,51,46,17,47,22,24,45
15:52,9,52,53,14,26,6,38,36
16:00,2,13,28,12,34,43,33,50
16:07,30,19,37,29,51,1,5,10
16:15,42,21,15,23,7,31,39,17
16:22,14,13,27,47,41,40,44,50

