Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,23,24,25,26,
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,35,33,32,27,26,31,34,43
09:11,42,46,37,20,44,40,25,38
09:22,45,30,29,23,47,24,22,19
09:33,31,6,32,48,41,34,35,50
09:44,44,5,27,28,36,33,29,7
09:55,30,53,1,43,2,4,39,38
10:06,28,15,52,3,12,51,49,50
10:17,40,9,13,17,,,36,48
10:28,10,39,8,11,47,42,46,53
10:39,52,16,18,37,,,41,45
10:50,17,49,21,15,14,3,,
11:01,26,22,8,19,51,24,10,11
11:12,6,23,20,13,18,12,9,25
11:23,2,21,16,14,5,1,7,4

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,35,15,13,23,49,12,41,4
14:07,10,30,1,33,39,3,36,7
14:15,52,22,20,28,53,21,29,5
14:22,31,23,18,27,14,42,49,25
14:30,30,6,40,48,2,37,10,38
14:37,28,5,32,15,52,17,46,11
14:45,42,24,8,45,43,33,18,47
14:52,26,20,16,3,12,27,22,7
15:00,2,50,29,35,41,51,34,19
15:07,6,9,1,13,44,24,25,21
15:15,8,46,32,37,36,31,38,47
15:22,33,39,49,20,4,34,18,50
15:30,26,,3,28,44,12,7,25
15:37,8,9,40,19,47,15,10,14
15:45,43,53,52,11,51,22,24,48
15:52,6,50,46,17,26,4,41,38
16:00,2,16,27,14,32,42,35,45
16:07,30,23,37,43,53,1,9,13
16:15,44,21,48,19,5,31,36,11
16:22,17,16,29,51,34,40,39,45

