Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,22,,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,35,33,32,27,25,31,34,43
09:11,42,52,37,20,44,40,24,38
09:22,53,30,29,26,51,23,22,19
09:33,31,6,32,50,41,34,35,48
09:44,44,5,27,28,36,33,29,7
09:55,30,45,1,43,2,4,39,38
10:06,28,11,46,3,16,47,49,48
10:17,40,9,13,17,,,36,50
10:28,10,39,8,15,51,42,52,45
10:39,46,12,18,37,,,41,53
10:50,17,49,21,11,14,3,,
11:01,25,22,8,19,47,23,10,15
11:12,6,26,20,13,18,16,9,24
11:23,2,21,12,14,5,1,7,4

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,35,11,13,26,49,16,41,4
14:07,10,30,1,33,39,3,36,7
14:15,46,22,20,28,45,21,29,5
14:22,31,26,18,27,14,42,49,24
14:30,30,6,40,50,2,37,10,38
14:37,28,5,32,11,46,17,52,15
14:45,42,23,8,53,43,33,18,51
14:52,25,20,12,3,16,27,22,7
15:00,2,48,29,35,41,47,34,19
15:07,6,9,1,13,44,23,24,21
15:15,8,52,32,37,36,31,38,51
15:22,33,39,49,20,4,34,18,48
15:30,25,,3,28,44,16,7,24
15:37,8,9,40,19,51,11,10,14
15:45,43,45,46,15,47,22,23,50
15:52,6,48,52,17,25,4,41,38
16:00,2,12,27,14,32,42,35,53
16:07,30,26,37,43,45,1,9,13
16:15,44,21,50,19,5,31,36,15
16:22,17,12,29,47,34,40,39,53

