Judging
Time,Room A,Room B,Room C,Room D,Room E,Room F,Room G,Room H,Room I
08:15,1,2,3,4,5,6,7,8,9
09:00,10,11,12,13,14,15,16,17,18
09:45,19,20,21,,22,23,24,25,26
10:30,27,28,29,30,31,32,33,34,35
11:15,36,37,38,39,40,41,42,43,44
12:00,45,46,47,48,49,50,51,52,53

Practice
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
09:00,27,33,32,28,22,31,41,48
09:11,44,52,37,25,42,40,21,36
09:22,53,35,29,19,51,24,23,26
09:33,31,1,32,50,38,41,33,34
09:44,42,6,28,30,39,27,29,8
09:55,35,45,9,48,2,4,43,36
10:06,30,11,46,7,12,47,49,34
10:17,40,5,18,17,,,39,50
10:28,14,43,3,16,51,44,52,45
10:39,46,13,15,37,49,17,,
10:50,,,20,11,10,7,38,53
11:01,22,23,3,26,47,24,14,16
11:12,1,19,25,18,15,12,5,21
11:23,2,20,13,10,6,9,8,4

Table
Time,Table A1,Table A2,Table B1,Table B2,Table C1,Table C2,Table D1,Table D2
14:00,33,11,18,19,49,12,38,4
14:07,14,35,9,27,43,7,39,8
14:15,46,23,25,30,45,20,29,6
14:22,31,19,15,28,10,44,49,21
14:30,35,1,40,50,2,37,14,36
14:37,30,6,32,11,46,17,52,16
14:45,44,24,3,53,48,27,15,51
14:52,22,25,13,7,12,28,23,8
15:00,2,34,29,33,38,47,41,26
15:07,1,5,9,18,42,24,21,20
15:15,3,52,32,37,39,31,36,51
15:22,27,43,49,25,4,41,15,34
15:30,22,19,7,30,42,12,8,21
15:37,3,5,40,26,51,11,14,10
15:45,48,45,46,16,47,23,24,50
15:52,1,,52,17,22,4,38,36
16:00,2,13,28,10,32,44,33,53
16:07,35,34,37,48,45,9,5,18
16:15,42,20,50,26,6,31,39,16
16:22,17,13,29,47,41,40,43,53

